comparison,city,population_method,difference_m,cells,allocated_population,F_cells,F_allocated_population
p90_minus_mean,Both,all,68.0405626359,1,5.7501466579,0.776087316024,0.696956307283
p90_minus_mean,Both,all,68.0812752823,1,2423.35896227,0.776252687283,0.697353735837
p90_minus_mean,Both,all,68.084805965,1,400.367973957,0.776418058541,0.697419395802
p90_minus_mean,Both,all,68.1161932298,1,2713.93662544,0.7765834298,0.697864478814
p90_minus_mean,Both,all,68.127682595,1,4940.77889924,0.776748801058,0.698674761831
p90_minus_mean,Both,all,68.1428804734,1,163.317097278,0.776914172317,0.698701545679
p90_minus_mean,Both,all,68.1455143694,1,1417.27106875,0.777079543575,0.698933976779
p90_minus_mean,Both,all,68.188883185,1,881.598074548,0.777244914834,0.699078558021
p90_minus_mean,Both,all,68.1937385777,1,2554.95133463,0.777410286092,0.699497567598
p90_minus_mean,Both,all,68.2688163447,1,2809.75012011,0.777575657351,0.699958363931
p90_minus_mean,Both,all,68.3060030988,1,739.690315248,0.777741028609,0.700079672436
p90_minus_mean,Both,all,68.333201212,1,16.0705456974,0.777906399868,0.70008230799
p90_minus_mean,Both,all,68.4095188665,1,2269.76175912,0.778071771126,0.700454546749
p90_minus_mean,Both,all,68.4595803838,1,682.26612884,0.778237142385,0.700566437742
p90_minus_mean,Both,all,68.4935734851,1,566.163478443,0.778402513643,0.700659288011
p90_minus_mean,Both,all,68.5571097239,1,2131.5021301,0.778567884902,0.701008852323
p90_minus_mean,Both,all,68.65067365,1,1530.00280458,0.77873325616,0.701259771321
p90_minus_mean,Both,all,68.7181903001,1,662.082593838,0.778898627419,0.701368352233
p90_minus_mean,Both,all,68.7195527208,1,159.604247255,0.779063998677,0.701394527177
p90_minus_mean,Both,all,68.8188769956,1,2826.4033715,0.779229369936,0.701858054629
p90_minus_mean,Both,all,68.8405563549,1,2740.4575435,0.779394741194,0.702307487046
p90_minus_mean,Both,all,68.8677526996,1,977.772035902,0.779560112452,0.702467840726
p90_minus_mean,Both,all,68.8887897834,1,37.4200555664,0.779725483711,0.702473977579
p90_minus_mean,Both,all,68.8954397998,1,1456.64538198,0.779890854969,0.702712866029
p90_minus_mean,Both,all,68.9001277743,1,783.60442365,0.780056226228,0.702841376406
p90_minus_mean,Both,all,68.9008865332,1,2884.87559112,0.780221597486,0.703314493245
p90_minus_mean,Both,all,68.9313964724,1,3217.22183743,0.780386968745,0.703842114551
p90_minus_mean,Both,all,68.9560929731,1,1220.626442,0.780552340003,0.704042296121
p90_minus_mean,Both,all,69.0008554714,1,342.468005183,0.780717711262,0.704098460547
p90_minus_mean,Both,all,69.032057141,1,780.360590629,0.78088308252,0.704226438937
p90_minus_mean,Both,all,69.0494671203,1,2274.87213125,0.781048453779,0.704599515793
p90_minus_mean,Both,all,69.1048661235,1,1453.36529788,0.781213825037,0.704837866312
p90_minus_mean,Both,all,69.1055075922,1,3264.06928146,0.781379196296,0.705373170554
p90_minus_mean,Both,all,69.1406521033,1,1290.86235765,0.781544567554,0.705584870747
p90_minus_mean,Both,all,69.1718149077,1,701.699086367,0.781709938813,0.705699948727
p90_minus_mean,Both,all,69.2003729013,1,908.522980045,0.781875310071,0.705848945627
p90_minus_mean,Both,all,69.6451023865,1,1512.76703228,0.78204068133,0.706097037974
p90_minus_mean,Both,all,69.651861252,1,3032.62263396,0.782206052588,0.706594385187
p90_minus_mean,Both,all,69.6871428179,1,3219.14178831,0.782371423847,0.707122321364
p90_minus_mean,Both,all,69.7570037202,1,2469.20867923,0.782536795105,0.707527269227
p90_minus_mean,Both,all,69.7787948804,1,133,0.782702166363,0.7075490811
p90_minus_mean,Both,all,69.7917118521,1,8.28143672647,0.782867537622,0.707550439247
p90_minus_mean,Both,all,69.7957698312,1,3372.42354498,0.78303290888,0.708103513485
p90_minus_mean,Both,all,69.8021610742,1,343.615707824,0.783198280139,0.708159866133
p90_minus_mean,Both,all,69.8091725829,1,2.90602803751,0.783363651397,0.708160342719
p90_minus_mean,Both,all,69.8111278212,1,91.5685601394,0.783529022656,0.708175359875
p90_minus_mean,Both,all,69.8853222273,1,2666.04683294,0.783694393914,0.708612589007
p90_minus_mean,Both,all,69.8912986046,1,8.05097227377,0.783859765173,0.708613909359
p90_minus_mean,Both,all,69.9548581246,1,351.838355944,0.784025136431,0.708671610513
p90_minus_mean,Both,all,70.0232226237,1,2635.53715896,0.78419050769,0.709103836088
p90_minus_mean,Both,all,70.0655809527,1,1548.7350499,0.784355878948,0.709357827156
p90_minus_mean,Both,all,70.0830889911,1,2200.45949563,0.784521250207,0.70971870041
p90_minus_mean,Both,all,70.1113700522,1,4750.36689266,0.784686621465,0.710497756039
p90_minus_mean,Both,all,70.1172681881,1,1941.94517699,0.784851992724,0.710816233192
p90_minus_mean,Both,all,70.1177983847,1,204.170787188,0.785017363982,0.710849717006
p90_minus_mean,Both,all,70.1505213204,1,2796.36611147,0.785182735241,0.711308318376
p90_minus_mean,Both,all,70.1853322315,1,1480.48077269,0.785348106499,0.711551115807
p90_minus_mean,Both,all,70.2107712733,1,29.0988452961,0.785513477758,0.71155588799
p90_minus_mean,Both,all,70.2664993306,1,3403.95443582,0.785678849016,0.712114133264
p90_minus_mean,Both,all,70.2713241048,1,3039.83152035,0.785844220275,0.712612662727
p90_minus_mean,Both,all,70.3335382267,1,1849.62275361,0.786009591533,0.712915999091
p90_minus_mean,Both,all,70.3456901419,1,697.690354756,0.786174962791,0.713030419642
p90_minus_mean,Both,all,70.3920099938,1,3055.80494961,0.78634033405,0.713531568733
p90_minus_mean,Both,all,70.4025342134,1,2916.68891796,0.786505705308,0.714009902928
p90_minus_mean,Both,all,70.4624901766,1,192.732191776,0.786671076567,0.714041510823
p90_minus_mean,Both,all,70.4682217032,1,1283.7710107,0.786836447825,0.714252048042
p90_minus_mean,Both,all,70.5170728717,1,1240.4388187,0.787001819084,0.714455478822
p90_minus_mean,Both,all,70.524900178,1,2016.33183447,0.787167190342,0.714786155316
p90_minus_mean,Both,all,70.5458554591,1,16.3496471349,0.787332561601,0.714788836642
p90_minus_mean,Both,all,70.5589236936,1,609.987395125,0.787497932859,0.714888873992
p90_minus_mean,Both,all,70.6013315851,1,754.330856925,0.787663304118,0.715012583531
p90_minus_mean,Both,all,70.6495576147,1,185.136877612,0.787828675376,0.715042945802
p90_minus_mean,Both,all,70.7627834642,1,610.893057441,0.787994046635,0.71514313168
p90_minus_mean,Both,all,70.7832295098,1,228.133080227,0.788159417893,0.715180545287
p90_minus_mean,Both,all,70.786715266,1,2999.89298691,0.788324789152,0.715672524869
p90_minus_mean,Both,all,70.8512208293,1,1956.24684468,0.78849016041,0.715993347482
p90_minus_mean,Both,all,70.9206986487,1,2327.17927963,0.788655531669,0.716375002659
p90_minus_mean,Both,all,70.9217914581,1,2572.26074783,0.788820902927,0.716796850963
p90_minus_mean,Both,all,70.9692248649,1,1590.19391466,0.788986274186,0.717057641245
p90_minus_mean,Both,all,71.0116936611,1,619.764969109,0.789151645444,0.717159282108
p90_minus_mean,Both,all,71.0408340364,1,1167.0711004,0.789317016702,0.717350680653
p90_minus_mean,Both,all,71.0469092978,1,703.038334593,0.789482387961,0.717465978268
p90_minus_mean,Both,all,71.0568024834,1,1586.08771298,0.789647759219,0.717726095137
p90_minus_mean,Both,all,71.0693447287,1,281.522332163,0.789813130478,0.71777226453
p90_minus_mean,Both,all,71.0772797579,1,3151.27112049,0.789978501736,0.718289069982
p90_minus_mean,Both,all,71.0883250179,1,12.8002490111,0.790143872995,0.71829116921
p90_minus_mean,Both,all,71.1546476357,1,3350.88078969,0.790309244253,0.718840710457
p90_minus_mean,Both,all,71.1669153318,1,2047.70973746,0.790474615512,0.719176532896
p90_minus_mean,Both,all,71.1909358809,1,14.5975251359,0.79063998677,0.719178926876
p90_minus_mean,Both,all,71.2609591227,1,1503.99383158,0.790805358029,0.719425580427
p90_minus_mean,Both,all,71.2800022082,1,106.827756522,0.790970729287,0.719443100077
p90_minus_mean,Both,all,71.3165058904,1,2668.5907973,0.791136100546,0.719880746417
p90_minus_mean,Both,all,71.3845789015,1,7.88864849246,0.791301471804,0.719882040148
p90_minus_mean,Both,all,71.4415524475,1,132.460128708,0.791466843063,0.719903763482
p90_minus_mean,Both,all,71.4564152871,1,2588.50343532,0.791632214321,0.720328275572
p90_minus_mean,Both,all,71.469067157,1,848.287810377,0.79179758558,0.720467393962
p90_minus_mean,Both,all,71.4821137298,1,3001.61861994,0.791962956838,0.720959656546
p90_minus_mean,Both,all,71.5087094477,1,119.315045615,0.792128328097,0.7209792241
p90_minus_mean,Both,all,71.5925902428,1,1975.05390058,0.792293699355,0.721303131051
p90_minus_mean,Both,all,71.5947465089,1,1891.83094352,0.792459070614,0.721613389518
p90_minus_mean,Both,all,71.6090383322,1,546.77624464,0.792624441872,0.721703060299
p90_minus_mean,Both,all,71.6339744963,1,132.011293621,0.79278981313,0.721724710025
p90_minus_mean,Both,all,71.6584825277,1,2122.0046065,0.792955184389,0.722072716752
p90_minus_mean,Both,all,71.6740057625,1,32.5164139404,0.793120555647,0.722078049413
p90_minus_mean,Both,all,71.6891205139,1,847.578838719,0.793285926906,0.722217051533
p90_minus_mean,Both,all,71.6995931742,1,47.7439239514,0.793451298164,0.722224881491
p90_minus_mean,Both,all,71.7123957882,1,2625.03212051,0.793616669423,0.722655384249
p90_minus_mean,Both,all,71.7364869995,1,1147.98174847,0.793782040681,0.722843652159
p90_minus_mean,Both,all,71.7632517118,1,2727.06553717,0.79394741194,0.7232908883
p90_minus_mean,Both,all,71.7696080231,1,3004.06301373,0.794112783198,0.723783551763
p90_minus_mean,Both,all,71.8073535532,1,1549.1853791,0.794278154457,0.724037616684
p90_minus_mean,Both,all,71.8082448648,1,1660.69958547,0.794443525715,0.724309969829
p90_minus_mean,Both,all,71.841968106,1,2504.73304148,0.794608896974,0.724720743653
p90_minus_mean,Both,all,71.8436950784,1,2211.69786666,0.794774268232,0.72508345999
p90_minus_mean,Both,all,71.9088694648,1,736.297392173,0.794939639491,0.725204212058
p90_minus_mean,Both,all,71.9549734512,1,1374.6024569,0.795105010749,0.725429645547
p90_minus_mean,Both,all,72.0201694733,1,2484.27073105,0.795270382008,0.725837063572
p90_minus_mean,Both,all,72.0421931003,1,648.921673493,0.795435753266,0.725943486107
p90_minus_mean,Both,all,72.0642200483,1,992.426063623,0.795601124525,0.726106243032
p90_minus_mean,Both,all,72.1021778086,1,2633.78431778,0.795766495783,0.726538181143
p90_minus_mean,Both,all,72.1081738785,1,97.4010246677,0.795931867042,0.726554154818
p90_minus_mean,Both,all,72.1139371692,1,1445.40053282,0.7960972383,0.726791199124
p90_minus_mean,Both,all,72.1380065922,1,4009.03036068,0.796262609558,0.727448676271
p90_minus_mean,Both,all,72.1979386303,1,1827.29870072,0.796427980817,0.727748351511
p90_minus_mean,Both,all,72.3275106853,1,810.096254163,0.796593352075,0.727881206522
p90_minus_mean,Both,all,72.3556679085,1,2278.88081649,0.796758723334,0.728254940798
p90_minus_mean,Both,all,72.479129427,1,3631.51768929,0.796924094592,0.728850506228
p90_minus_mean,Both,all,72.5333074025,1,51.1921522014,0.797089465851,0.728858901692
p90_minus_mean,Both,all,72.5462949263,1,288.829282326,0.797254837109,0.728906269418
p90_minus_mean,Both,all,72.586360001,1,48.1316596572,0.797420208368,0.728914162964
p90_minus_mean,Both,all,72.6057828151,1,1857.51698609,0.797585579626,0.729218793974
p90_minus_mean,Both,all,72.6336247592,1,1708.46049127,0.797750950885,0.729498979862
p90_minus_mean,Both,all,72.699353183,1,6.3450820868,0.797916322143,0.729500020449
p90_minus_mean,Both,all,72.7160242806,1,71.8910224191,0.798081693402,0.729511810508
p90_minus_mean,Both,all,72.7244228561,1,37.8864797091,0.79824706466,0.729518023855
p90_minus_mean,Both,all,72.8255982699,1,2955.20977945,0.798412435919,0.730002675434
p90_minus_mean,Both,all,72.8355023396,1,1715.42926934,0.798577807177,0.730284004194
p90_minus_mean,Both,all,72.8519774501,1,3372.6076126,0.798743178436,0.730837108619
p90_minus_mean,Both,all,72.862500226,1,234.527011977,0.798908549694,0.730875570825
p90_minus_mean,Both,all,72.8693065381,1,882.524645811,0.799073920953,0.731020304023
p90_minus_mean,Both,all,72.9156118885,1,66.2826508523,0.799239292211,0.731031174315
p90_minus_mean,Both,all,72.9434604218,1,2312.6947249,0.799404663469,0.731410454039
p90_minus_mean,Both,all,72.9437540255,1,4974.76873751,0.799570034728,0.732226311357
p90_minus_mean,Both,all,73.0765893547,1,2767.50136891,0.799735405986,0.732680178936
p90_minus_mean,Both,all,73.0849270905,1,3478.26950022,0.799900777245,0.733250611809
p90_minus_mean,Both,all,73.0947799881,1,1049.39051333,0.800066148503,0.73342271085
p90_minus_mean,Both,all,73.161920695,1,643.060726432,0.800231519762,0.733528172195
p90_minus_mean,Both,all,73.2124578729,1,1202.98890133,0.80039689102,0.733725461225
p90_minus_mean,Both,all,73.3679774344,1,84.8590182079,0.800562262279,0.733739378022
p90_minus_mean,Both,all,73.3766310555,1,2304.56587942,0.800727633537,0.734117324624
p90_minus_mean,Both,all,73.3862329445,1,2841.65291192,0.800893004796,0.734583352985
p90_minus_mean,Both,all,73.4489270926,1,62.3841250639,0.801058376054,0.734593583922
p90_minus_mean,Both,all,73.4640579179,1,18.3615040985,0.801223747313,0.734596595191
p90_minus_mean,Both,all,73.4658726194,1,1436.02748821,0.801389118571,0.734832102327
p90_minus_mean,Both,all,73.4799480323,1,1064.87278794,0.80155448983,0.735006740446
p90_minus_mean,Both,all,73.5218058521,1,1348.9345869,0.801719861088,0.735227964429
p90_minus_mean,Both,all,73.5220230662,1,23.0301216903,0.801885232347,0.735231741347
p90_minus_mean,Both,all,73.5322384295,1,232.176428711,0.802050603605,0.735269818059
p90_minus_mean,Both,all,73.5460080998,1,3256.94181486,0.802215974864,0.735803953404
p90_minus_mean,Both,all,73.5998804823,1,2352.45778127,0.802381346122,0.736189754231
p90_minus_mean,Both,all,73.6701589051,1,330.378994303,0.802546717381,0.73624393607
p90_minus_mean,Both,all,73.6733482407,1,1847.80009467,0.802712088639,0.73654697352
p90_minus_mean,Both,all,73.7282647574,1,717.649751575,0.802877459897,0.736664667393
p90_minus_mean,Both,all,73.755085234,1,80.8311363702,0.803042831156,0.736677923622
p90_minus_mean,Both,all,73.7798901104,1,232.810366068,0.803208202414,0.7367161043
p90_minus_mean,Both,all,73.7827895922,1,2139.80599353,0.803373573673,0.737067030437
p90_minus_mean,Both,all,73.8004105071,1,1757.85815079,0.803538944931,0.737355317494
p90_minus_mean,Both,all,73.8247542027,1,20.7218598694,0.80370431619,0.737358715859
p90_minus_mean,Both,all,73.900556412,1,528.735726749,0.803869687448,0.737445428013
p90_minus_mean,Both,all,73.9014599397,1,1444.68701946,0.804035058707,0.737682355303
p90_minus_mean,Both,all,73.9066505815,1,847.318197656,0.804200429965,0.737821314677
p90_minus_mean,Both,all,73.9177289171,1,3157.26892067,0.804365801224,0.738339103763
p90_minus_mean,Both,all,73.9362115776,1,1014.3690785,0.804531172482,0.738505459322
p90_minus_mean,Both,all,74.0166187107,1,1756.26731543,0.804696543741,0.738793485483
p90_minus_mean,Both,all,74.018234226,1,13.7427852842,0.804861914999,0.738795739286
p90_minus_mean,Both,all,74.0361583574,1,6.5727550342,0.805027286258,0.738796817212
p90_minus_mean,Both,all,74.0748180258,1,868.611467165,0.805192657516,0.738939268662
p90_minus_mean,Both,all,74.0936219565,1,15.2545080224,0.805358028775,0.738941770387
p90_minus_mean,Both,all,74.0936502957,1,2251.95735788,0.805523400033,0.739311089241
p90_minus_mean,Both,all,74.146023439,1,69.9475182133,0.805688771292,0.739322560567
p90_minus_mean,Both,all,74.1548796973,1,12.1214384717,0.80585414255,0.739324548472
p90_minus_mean,Both,all,74.2756029214,1,4.44967755419,0.806019513809,0.739325278215
p90_minus_mean,Both,all,74.3632225003,1,54.1126627669,0.806184885067,0.739334152639
p90_minus_mean,Both,all,74.3938294701,1,2897.26835095,0.806350256325,0.73980930188
p90_minus_mean,Both,all,74.3972482447,1,2513.34727152,0.806515627584,0.74022148843
p90_minus_mean,Both,all,74.4136001669,1,1009.72765844,0.806680998842,0.740387082801
p90_minus_mean,Both,all,74.47149029,1,3115.70219294,0.806846370101,0.740898054982
p90_minus_mean,Both,all,74.5658898103,1,2505.96698264,0.807011741359,0.741309031172
p90_minus_mean,Both,all,74.5862222075,1,2516.32656337,0.807177112618,0.741721706323
p90_minus_mean,Both,all,74.6077055814,1,130.532902937,0.807342483876,0.741743113594
p90_minus_mean,Both,all,74.6606995848,1,2422.67747251,0.807507855135,0.742140430384
p90_minus_mean,Both,all,74.7339784839,1,3081.51779537,0.807673226393,0.742645796357
p90_minus_mean,Both,all,74.8109462199,1,543.827127628,0.807838597652,0.742734983486
p90_minus_mean,Both,all,74.8617042039,1,615.379831992,0.80800396891,0.74283590519
p90_minus_mean,Both,all,74.9313363913,1,3401.392894,0.808169340169,0.743393730374
p90_minus_mean,Both,all,74.9888854268,1,1098.11482468,0.808334711427,0.743573820155
p90_minus_mean,Both,all,75.0114313529,1,3831.50873829,0.808500082686,0.744202183926
p90_minus_mean,Both,all,75.012718808,1,3718.18134053,0.808665453944,0.744811962112
p90_minus_mean,Both,all,75.0583030545,1,3254.00702563,0.808830825203,0.745345616154
p90_minus_mean,Both,all,75.068882199,1,1890.58320583,0.808996196461,0.745655669992
p90_minus_mean,Both,all,75.1327821903,1,4126.7718665,0.80916156772,0.746332456634
p90_minus_mean,Both,all,75.1870049509,1,2262.39064574,0.809326938978,0.746703486537
p90_minus_mean,Both,all,75.19615317,1,191.355065578,0.809492310236,0.746734868585
p90_minus_mean,Both,all,75.2279924765,1,362.126413838,0.809657681495,0.746794256971
p90_minus_mean,Both,all,75.3186119885,1,2356.95115656,0.809823052753,0.747180794708
p90_minus_mean,Both,all,75.3404225033,1,2323.5842665,0.809988424012,0.747561860306
p90_minus_mean,Both,all,75.3468517746,1,1353.63682898,0.81015379527,0.747783855452
p90_minus_mean,Both,all,75.3933711375,1,5430.16642969,0.810319166529,0.748674397556
p90_minus_mean,Both,all,75.4173106543,1,1929.15771457,0.810484537787,0.748990777578
p90_minus_mean,Both,all,75.4835123266,1,3415.76744321,0.810649909046,0.749550960173
p90_minus_mean,Both,all,75.4995126207,1,451.963652314,0.810815280304,0.74962508178
p90_minus_mean,Both,all,75.5098288383,1,2338.40101533,0.810980651563,0.750008577312
p90_minus_mean,Both,all,75.5346547742,1,3070.79326113,0.811146022821,0.750512184471
p90_minus_mean,Both,all,75.6032938473,1,125.89143319,0.81131139408,0.750532830546
p90_minus_mean,Both,all,75.6110223794,1,1081.00770761,0.811476765338,0.750710114777
p90_minus_mean,Both,all,75.6702053121,1,2857.83534504,0.811642136597,0.751178797041
p90_minus_mean,Both,all,75.6729722652,1,518.791504104,0.811807507855,0.751263878352
p90_minus_mean,Both,all,75.7357184471,1,888.257522433,0.811972879114,0.751409551737
p90_minus_mean,Both,all,75.7520802905,1,1250.7590054,0.812138250372,0.751614675018
p90_minus_mean,Both,all,75.7944735336,1,1532.35818393,0.812303621631,0.751865980296
